Portfolio_ID,Manager_Name,Portfolio_Type,Assets_Under_Management_Million,Region,Risk_Exposure_Score,Diversification_Score,Style_Drift_Score,Governance_Compliance_Score,Overall_Risk_Level,Performance_Indicator,GIPS_Compliant,UCITS_Compliant,AIFMD_Compliant,Audit_Report_Generated,Flagged_For_Review,Flag_Reason
PORT_0a12dac8,Bonnie Raymond,Fixed Income,1653.6,EU,0.78,0.09,0.73,0.29,Moderate,Below Benchmark,No,No,No,Yes,No,None
PORT_c7b664c7,Meagan Osborne,Fixed Income,2247.33,Asia-Pacific,0.57,0.9,0.21,0.25,Moderate,Above Benchmark,Yes,Yes,Yes,No,No,None
PORT_7d394227,Nancy Jordan,Balanced,4131.56,U.S.,0.18,0.33,0.98,0.6,Low,Below Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_0d3a1326,Jeremy Le,Real Assets,5347.66,Global,0.32,0.25,0.39,0.55,Moderate,Meeting Benchmark,Yes,Yes,No,Yes,No,None
PORT_20a55adb,Karen Roman,Balanced,5705.9,Asia-Pacific,0.04,0.14,0.28,0.53,High,Above Benchmark,No,Yes,No,No,No,None
PORT_5438be69,John Cole,Equity,8516.86,U.S.,0.75,0.81,0.65,0.2,Moderate,Above Benchmark,No,Yes,Yes,No,No,None
PORT_ac17888b,Becky Powell,Hedge Fund,3577.13,EU,0.6,0.23,0.14,0.91,Moderate,Below Benchmark,No,No,No,Yes,No,None
PORT_0be8b742,Mikayla Jones,Fixed Income,4828.55,Asia-Pacific,0.35,0.02,0.57,0.04,High,Below Benchmark,Yes,Yes,No,No,No,None
PORT_8650a389,Brittany Garza,Balanced,4240.0,U.S.,0.79,0.84,0.66,0.09,Low,Below Benchmark,No,No,Yes,Yes,Yes,Diversification Breach
PORT_ae3b12a3,Justin Meyer,Real Assets,3223.65,Asia-Pacific,0.24,0.16,0.55,0.04,High,Above Benchmark,Yes,No,Yes,No,No,None
PORT_794039ac,Christine Walker,Hedge Fund,1027.86,Asia-Pacific,0.59,0.49,0.27,0.64,Moderate,Above Benchmark,No,Yes,No,Yes,Yes,Style Drift
PORT_b8691a06,Cynthia Hicks MD,Hedge Fund,4013.19,EU,0.52,0.11,0.29,0.48,Moderate,Below Benchmark,Yes,No,No,Yes,No,None
PORT_6fe5fd65,Brenda Thompson,Fixed Income,951.33,EU,0.96,0.72,0.94,0.67,High,Above Benchmark,Yes,Yes,Yes,No,No,None
PORT_21dfbbb1,Christian Jones,Real Assets,6968.36,EU,0.02,0.58,0.47,0.08,High,Above Benchmark,Yes,No,Yes,Yes,No,None
PORT_638db0ab,Timothy Shaw,Hedge Fund,2489.35,Global,0.25,0.24,0.46,0.76,High,Meeting Benchmark,No,No,Yes,No,Yes,None
PORT_ed4440d1,Luis Lee,Balanced,250.9,EU,0.79,0.18,0.99,0.55,Moderate,Meeting Benchmark,No,Yes,Yes,Yes,Yes,Diversification Breach
PORT_9936435a,Michelle Rangel,Real Assets,1916.43,U.S.,0.69,0.69,0.86,0.67,Moderate,Below Benchmark,Yes,No,No,No,Yes,Conflict of Interest
PORT_cc42a1b1,Allen Watson,Fixed Income,3083.92,Global,0.56,0.21,0.34,0.95,Low,Above Benchmark,No,No,No,Yes,No,None
PORT_cb240107,Nicholas Taylor,Fixed Income,7096.24,EU,0.13,0.2,0.01,0.28,Moderate,Below Benchmark,No,Yes,Yes,No,No,None
PORT_418a412a,Nancy White,Equity,2172.59,U.S.,0.63,0.56,0.98,0.56,High,Meeting Benchmark,No,Yes,No,No,Yes,Style Drift
PORT_554ca09a,Ethan Pugh,Equity,6612.76,Global,0.7,0.36,0.9,0.73,Low,Above Benchmark,Yes,No,Yes,Yes,No,None
PORT_be95c0ab,Jeremy Dorsey,Hedge Fund,3197.12,EU,0.94,0.49,0.87,0.21,Moderate,Below Benchmark,No,Yes,Yes,Yes,No,None
PORT_0ea38ac9,Pamela Brooks,Fixed Income,8664.0,Asia-Pacific,0.81,0.24,0.96,0.95,Low,Meeting Benchmark,Yes,No,Yes,Yes,No,None
PORT_d42cddf9,Alexandra Holmes,Real Assets,81.03,Asia-Pacific,0.49,0.91,0.81,0.58,Low,Above Benchmark,No,Yes,No,No,Yes,Conflict of Interest
PORT_96dd1920,Teresa Carey,Fixed Income,7197.94,U.S.,0.47,0.39,0.96,0.46,Low,Above Benchmark,No,No,Yes,Yes,No,None
PORT_4f657cc7,Robert Thomas,Equity,1465.6,Asia-Pacific,0.06,0.9,0.6,0.34,Moderate,Above Benchmark,Yes,Yes,No,No,No,None
PORT_a7272888,Ryan Brown,Equity,3347.42,Asia-Pacific,0.9,0.47,0.89,0.95,High,Meeting Benchmark,Yes,No,No,No,No,None
PORT_0807f4b8,Emily Little,Fixed Income,9153.42,Global,0.61,0.49,0.77,0.89,Low,Meeting Benchmark,No,No,No,No,No,None
PORT_98279f0e,Ricky Kelley,Hedge Fund,8674.43,U.S.,0.94,0.32,0.31,0.76,Low,Meeting Benchmark,No,Yes,Yes,Yes,No,None
PORT_b48e8352,Andrew Hudson,Fixed Income,8449.96,EU,0.78,0.46,0.09,0.03,High,Below Benchmark,No,Yes,No,No,Yes,Style Drift
PORT_5e7de7f3,Sandy Rodriguez,Real Assets,5886.53,Global,0.58,0.8,0.8,0.85,Moderate,Meeting Benchmark,No,No,Yes,Yes,No,None
PORT_66cba8db,William Miller,Balanced,3854.01,Global,0.9,0.65,0.39,0.86,High,Above Benchmark,No,No,Yes,Yes,Yes,None
PORT_9308357d,Kelly Thomas,Hedge Fund,4326.91,Asia-Pacific,0.94,0.5,0.49,0.03,Moderate,Above Benchmark,No,No,No,Yes,Yes,Diversification Breach
PORT_e5bab4e1,Amber Robinson,Equity,9842.17,Global,0.39,0.57,0.6,0.09,High,Above Benchmark,No,Yes,No,No,Yes,None
PORT_cdb1f66e,Lauren Skinner,Real Assets,1850.99,Asia-Pacific,0.59,0.11,0.46,0.76,Low,Below Benchmark,Yes,Yes,No,Yes,No,None
PORT_c22fdb09,Michael Cherry,Equity,2392.92,U.S.,0.96,0.78,0.17,0.7,Low,Meeting Benchmark,Yes,No,No,No,No,None
PORT_a528e824,Arthur Taylor Jr.,Fixed Income,8008.12,Asia-Pacific,0.27,0.7,0.49,0.42,High,Above Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_49750c96,Brittney Leonard,Equity,2325.93,U.S.,0.65,0.74,0.04,0.08,Low,Above Benchmark,No,Yes,No,Yes,No,None
PORT_b3c2ffd7,Brandon Zhang,Equity,362.5,Global,0.52,0.48,0.84,0.3,High,Below Benchmark,No,No,No,No,No,None
PORT_4ec6b740,Sherri Ramirez,Real Assets,8061.93,Global,0.05,0.35,0.48,0.88,Moderate,Meeting Benchmark,No,Yes,Yes,Yes,No,None
PORT_bd70dd5e,Philip Zamora,Balanced,9820.67,Global,0.52,0.01,0.65,0.18,Low,Below Benchmark,Yes,No,No,No,No,None
PORT_0fa3a258,Cody Kennedy,Hedge Fund,2431.95,Global,0.69,0.81,0.2,0.49,Low,Meeting Benchmark,No,Yes,Yes,No,No,None
PORT_c5ded72b,Sara Davis,Balanced,645.16,U.S.,0.83,0.91,0.52,0.41,Low,Below Benchmark,No,Yes,Yes,Yes,No,None
PORT_289ed76f,Jason Cruz,Hedge Fund,4323.65,Global,0.93,0.43,0.36,0.21,High,Below Benchmark,No,Yes,Yes,Yes,No,None
PORT_e307e5af,Kyle Fischer,Hedge Fund,9440.27,Asia-Pacific,0.17,0.77,0.49,0.2,Low,Above Benchmark,Yes,No,Yes,Yes,No,None
PORT_a8125d22,James Black,Equity,5203.46,Global,0.37,0.77,0.6,0.92,Moderate,Meeting Benchmark,Yes,Yes,No,No,No,None
PORT_d9414caf,Christina Brown,Balanced,8754.94,Global,0.58,0.44,0.37,0.45,High,Above Benchmark,No,Yes,No,No,No,None
PORT_6825e706,Emma Williams,Balanced,6979.85,Global,0.58,0.93,0.28,0.79,Moderate,Meeting Benchmark,Yes,No,Yes,Yes,Yes,Conflict of Interest
PORT_d00ce783,Karen Jenkins,Fixed Income,6214.92,EU,0.92,0.54,0.71,0.92,High,Below Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_4b7ffc73,James Warren,Balanced,7132.45,EU,0.59,0.39,0.77,0.13,High,Meeting Benchmark,Yes,No,No,Yes,No,None
PORT_a4a6bc74,Larry Knox,Balanced,7879.57,Asia-Pacific,0.43,0.5,0.28,0.71,High,Meeting Benchmark,No,No,Yes,No,No,None
PORT_2a4fc5e4,Carol Duncan,Fixed Income,1486.07,Global,0.38,0.3,0.2,0.4,High,Meeting Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_a2ec42f9,Sarah Johnson,Fixed Income,9868.46,U.S.,0.68,0.7,0.07,0.91,High,Below Benchmark,Yes,Yes,No,No,No,None
PORT_431c893f,Elizabeth Ross,Real Assets,8553.19,U.S.,0.38,0.36,0.07,0.87,High,Meeting Benchmark,Yes,Yes,No,Yes,No,None
PORT_cb8a704a,Adam Young,Real Assets,5790.24,U.S.,0.27,0.01,0.11,0.39,Low,Meeting Benchmark,No,Yes,No,No,No,None
PORT_9062a359,Kathryn Yang,Equity,9467.29,Global,0.96,0.34,0.06,0.28,Low,Below Benchmark,No,Yes,Yes,No,Yes,None
PORT_d901b6ba,Riley Daniels,Real Assets,9621.05,Asia-Pacific,0.69,0.75,0.35,0.76,Moderate,Below Benchmark,Yes,Yes,Yes,Yes,Yes,Conflict of Interest
PORT_c446679b,Tammy Nelson,Real Assets,9070.59,Global,0.38,0.49,0.34,0.31,Low,Below Benchmark,Yes,No,Yes,Yes,No,None
PORT_4fad695b,Stephanie Williams,Hedge Fund,6901.29,EU,0.78,0.14,0.91,0.3,High,Below Benchmark,Yes,No,No,Yes,No,None
PORT_bac80036,Michelle Mckay,Balanced,3803.99,Asia-Pacific,0.46,0.13,0.94,0.67,High,Meeting Benchmark,No,Yes,No,No,Yes,Style Drift
PORT_ad3be34b,Michael Johnson,Fixed Income,7469.15,Global,0.78,0.34,0.92,0.2,Low,Below Benchmark,Yes,No,No,Yes,No,None
PORT_85f22d75,Charles Spears,Real Assets,2281.99,Global,0.03,0.15,0.66,0.58,Low,Below Benchmark,No,Yes,Yes,Yes,Yes,Style Drift
PORT_2363f171,Gina Martinez,Balanced,831.49,Asia-Pacific,0.98,0.11,0.26,0.39,Low,Meeting Benchmark,No,Yes,No,No,No,None
PORT_5c7f6aee,Stanley Hill,Balanced,2575.99,U.S.,0.3,0.55,0.54,0.24,Low,Meeting Benchmark,Yes,No,Yes,Yes,No,None
PORT_3f378844,Eric Collins,Equity,8451.25,Global,0.39,0.11,0.33,0.58,High,Below Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_1cc02c59,Angela Smith,Fixed Income,917.17,Asia-Pacific,0.24,0.98,0.91,0.15,High,Meeting Benchmark,Yes,No,No,Yes,No,None
PORT_b1aa0a4e,Kelly Mcdaniel,Equity,5137.89,EU,0.65,0.28,0.78,0.52,High,Below Benchmark,Yes,No,Yes,Yes,No,None
PORT_0e73b925,Ashley Terrell,Equity,927.28,EU,0.41,0.7,0.67,0.99,Low,Above Benchmark,No,Yes,Yes,No,No,None
PORT_55091c95,Brandon Morales,Balanced,942.2,EU,0.33,0.04,0.63,0.14,Low,Above Benchmark,Yes,Yes,Yes,No,No,None
PORT_f86d56a7,James Wilson,Real Assets,5645.46,EU,0.34,0.73,0.32,0.29,Moderate,Above Benchmark,No,Yes,No,Yes,No,None
PORT_df0c13ad,Jeffrey Gonzalez,Balanced,4620.47,EU,0.63,0.27,0.16,0.2,Moderate,Meeting Benchmark,Yes,No,No,No,No,None
PORT_16bc6c45,Christina Pitts,Fixed Income,9879.84,Global,0.46,0.56,0.43,0.8,Low,Meeting Benchmark,No,Yes,No,No,No,None
PORT_c0429a1f,Larry Huerta,Equity,8106.4,Global,0.38,0.72,0.23,0.64,Moderate,Below Benchmark,No,No,No,No,No,None
PORT_8f112481,Taylor Horton,Balanced,744.59,Global,0.93,0.25,1.0,0.06,Low,Meeting Benchmark,No,No,No,No,Yes,None
PORT_83ddd6c1,Rhonda Miller,Fixed Income,5263.51,EU,0.16,0.02,0.56,0.99,High,Meeting Benchmark,No,No,Yes,No,No,None
PORT_394296c1,Tonya Johnson,Equity,7397.95,Global,0.25,0.18,0.16,0.6,Moderate,Below Benchmark,No,Yes,Yes,Yes,No,None
PORT_bf3e07f0,Shane Caldwell,Fixed Income,6049.01,U.S.,0.27,0.51,0.23,0.34,High,Above Benchmark,No,No,Yes,Yes,No,None
PORT_e53ead91,Terry Daniels,Hedge Fund,7581.25,Global,0.11,0.94,0.38,0.37,High,Above Benchmark,No,No,Yes,Yes,No,None
PORT_d1e19605,Susan Phillips,Equity,8467.61,U.S.,0.32,0.26,0.05,0.23,Low,Below Benchmark,Yes,Yes,Yes,No,No,None
PORT_f25a7a2f,Candace Blackburn,Fixed Income,6214.71,Global,0.85,0.94,0.88,0.82,Low,Above Benchmark,No,Yes,Yes,No,No,None
PORT_f45b4260,Heidi Salas,Real Assets,7395.79,Global,0.7,0.53,0.09,0.76,Moderate,Above Benchmark,No,Yes,No,Yes,No,None
PORT_550d47fb,Diana Johnson,Equity,3585.22,EU,0.12,0.81,0.41,0.57,Moderate,Meeting Benchmark,No,No,Yes,Yes,Yes,Conflict of Interest
PORT_5dbcf7b7,Melinda Jones,Hedge Fund,3832.34,EU,0.17,0.87,0.72,0.12,Low,Meeting Benchmark,Yes,No,Yes,Yes,No,None
PORT_cf81f10c,Lauren King,Balanced,7786.83,Global,0.54,0.33,0.77,0.42,Low,Meeting Benchmark,Yes,Yes,Yes,No,No,None
PORT_f63a8fdf,Jasmine Park,Balanced,339.74,Asia-Pacific,0.72,0.84,0.32,0.77,High,Meeting Benchmark,Yes,Yes,Yes,No,No,None
PORT_d6fa6793,Matthew Hamilton,Fixed Income,7311.75,U.S.,0.28,0.57,0.34,0.37,Moderate,Meeting Benchmark,No,Yes,Yes,No,No,None
PORT_dea5ca14,Clinton James,Real Assets,6104.83,Global,0.71,0.9,0.63,0.56,High,Meeting Benchmark,No,Yes,No,No,No,None
PORT_5c437249,Alexander Smith,Equity,4020.47,EU,0.49,0.26,0.82,0.46,Moderate,Below Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_2c9b2185,Bryan Adams,Real Assets,1762.01,Asia-Pacific,0.46,0.85,0.12,0.28,High,Meeting Benchmark,No,No,No,No,Yes,Diversification Breach
PORT_affa60d5,Alicia Wells,Real Assets,2263.45,Asia-Pacific,0.72,0.03,0.26,0.08,High,Above Benchmark,No,No,No,Yes,No,None
PORT_8a02f996,Tara Kramer,Equity,6940.73,Global,0.23,0.92,0.39,0.92,Low,Below Benchmark,No,No,Yes,No,Yes,Conflict of Interest
PORT_0afe95b6,Matthew Lee,Hedge Fund,98.91,U.S.,0.97,0.44,0.88,0.87,Low,Below Benchmark,No,No,No,Yes,No,None
PORT_c0e897a2,Jeffery Houston,Real Assets,9491.79,Global,0.76,0.23,0.53,0.72,Moderate,Meeting Benchmark,No,No,No,Yes,Yes,Conflict of Interest
PORT_2cb5d80c,Erika Young,Balanced,2207.38,EU,0.49,0.13,0.05,0.18,Moderate,Above Benchmark,No,No,Yes,No,No,None
PORT_ecb98550,Richard Long,Balanced,5482.18,Global,0.77,0.37,0.8,0.42,Moderate,Above Benchmark,Yes,Yes,No,No,No,None
PORT_5fd1516a,Sarah Williams,Balanced,7627.94,Asia-Pacific,0.78,0.01,0.65,0.05,High,Above Benchmark,Yes,Yes,No,No,No,None
PORT_a03dd426,Nicholas Bradley,Hedge Fund,7594.82,Asia-Pacific,0.86,0.37,0.35,0.34,Moderate,Meeting Benchmark,No,No,No,No,No,None
PORT_55eaeb8e,Michael Ross,Hedge Fund,300.67,EU,0.2,0.71,0.36,0.43,Low,Meeting Benchmark,Yes,No,No,Yes,No,None
PORT_037dfc77,Christopher Dyer,Fixed Income,8154.14,U.S.,0.8,0.15,0.67,0.31,Low,Meeting Benchmark,Yes,Yes,No,No,No,None
PORT_6dd2cf85,Brian Newton,Fixed Income,512.53,Global,0.3,0.4,0.31,0.03,Moderate,Above Benchmark,Yes,No,No,No,Yes,Style Drift
PORT_b5f66ae3,Alisha Wilson,Balanced,9837.7,U.S.,0.75,0.6,0.67,0.35,Moderate,Meeting Benchmark,Yes,No,No,Yes,No,None
PORT_3ad2e98c,David Morales,Real Assets,4476.91,Asia-Pacific,0.55,0.51,0.98,0.07,Low,Meeting Benchmark,No,Yes,No,No,No,None
PORT_15c270aa,Wesley Espinoza,Equity,4134.11,EU,0.72,0.35,0.56,0.29,Moderate,Below Benchmark,No,Yes,Yes,Yes,No,None
PORT_8bf6fb1b,Mercedes Rowe,Real Assets,7797.07,U.S.,0.92,0.87,0.64,0.07,High,Below Benchmark,No,No,Yes,Yes,No,None
PORT_cffd7f18,Mercedes Fisher,Equity,6894.45,EU,0.68,0.7,0.59,0.07,High,Below Benchmark,Yes,No,Yes,No,Yes,Diversification Breach
PORT_a555ac55,Matthew Hensley,Balanced,4942.05,Asia-Pacific,0.04,0.9,0.43,0.43,High,Below Benchmark,Yes,Yes,No,Yes,Yes,None
PORT_b1444b71,Aimee Price,Equity,7098.71,Global,0.17,0.32,0.68,0.92,Moderate,Below Benchmark,Yes,No,No,No,No,None
PORT_cc01a8db,Debra Flynn,Balanced,2024.79,EU,0.42,0.1,0.12,0.71,Moderate,Below Benchmark,No,Yes,Yes,No,No,None
PORT_6bbaecd3,Melissa Vargas,Balanced,4720.87,Global,0.22,0.19,0.58,0.82,High,Below Benchmark,Yes,Yes,Yes,No,No,None
PORT_2662f193,Mrs. Amanda Harris,Real Assets,3493.32,Asia-Pacific,0.79,0.62,0.23,1.0,High,Meeting Benchmark,No,No,Yes,No,No,None
PORT_aa5e6746,Margaret Baxter,Hedge Fund,8279.8,Asia-Pacific,0.77,0.4,0.9,0.81,Low,Above Benchmark,Yes,No,No,Yes,No,None
PORT_d96aa913,Connor Tucker,Balanced,3621.91,Global,0.61,0.68,0.04,0.4,Moderate,Meeting Benchmark,No,Yes,No,Yes,Yes,None
PORT_d263b3bd,Anna Kidd,Equity,1930.13,U.S.,0.28,0.79,0.32,0.1,Moderate,Above Benchmark,Yes,No,No,No,No,None
PORT_c39a1b2d,Jennifer Ferrell,Hedge Fund,3807.76,EU,0.37,0.49,0.91,0.08,Low,Below Benchmark,Yes,No,Yes,No,No,None
PORT_2b3b43ab,Rebecca Burns,Balanced,6273.3,Global,0.64,0.84,0.12,0.7,High,Above Benchmark,No,No,No,No,Yes,Style Drift
PORT_cf5a5a39,Andrew Wright,Fixed Income,5157.47,EU,0.81,0.15,0.91,0.01,Low,Meeting Benchmark,No,No,Yes,No,No,None
PORT_5931c666,Mary Lopez,Fixed Income,2120.12,Asia-Pacific,0.95,0.68,0.19,0.91,High,Meeting Benchmark,No,Yes,No,No,No,None
PORT_971143ef,Jennifer Cunningham,Real Assets,1386.02,Asia-Pacific,0.41,0.95,0.02,0.7,Moderate,Above Benchmark,No,No,No,Yes,No,None
PORT_701ce8c1,Brandon George,Fixed Income,6430.82,EU,0.29,0.45,0.11,0.98,Low,Below Benchmark,Yes,No,No,Yes,Yes,Conflict of Interest
PORT_ad773aae,Derek Snyder,Equity,7965.18,Global,0.38,0.99,0.73,0.8,Low,Below Benchmark,Yes,Yes,Yes,No,No,None
PORT_1516685a,Jonathan Schultz,Real Assets,7964.77,U.S.,0.12,0.49,0.18,0.97,High,Meeting Benchmark,Yes,Yes,No,No,No,None
PORT_5b480706,John Flores,Fixed Income,8111.03,Asia-Pacific,0.95,0.42,0.88,0.44,Low,Meeting Benchmark,Yes,Yes,Yes,No,No,None
PORT_d9242957,Adrian Keith,Fixed Income,4251.0,Global,0.95,0.17,0.46,0.72,High,Meeting Benchmark,Yes,No,No,Yes,No,None
PORT_15fff8d8,Scott Mitchell,Balanced,5218.23,Asia-Pacific,0.06,0.24,0.75,0.73,Low,Above Benchmark,Yes,Yes,No,No,No,None
PORT_254ef113,William Shea,Real Assets,9334.09,EU,0.16,0.48,0.57,0.41,Low,Meeting Benchmark,Yes,No,No,Yes,Yes,Diversification Breach
PORT_1cb3aab3,Austin Walton,Balanced,9700.94,U.S.,0.65,0.15,0.99,0.05,High,Above Benchmark,Yes,Yes,No,No,No,None
PORT_40b0b4dc,Christopher Bautista,Balanced,6832.0,Asia-Pacific,0.66,0.89,0.58,0.27,Low,Meeting Benchmark,No,No,Yes,Yes,No,None
PORT_b272b026,Edward Stephens,Balanced,4408.24,Asia-Pacific,0.68,0.81,0.14,0.5,Low,Meeting Benchmark,No,Yes,No,Yes,No,None
PORT_d5a1f25f,Nicolas Fox,Hedge Fund,1325.9,Asia-Pacific,0.55,0.11,0.37,0.38,Moderate,Above Benchmark,No,No,No,Yes,No,None
PORT_03583e95,Sara Cobb,Equity,9917.57,U.S.,0.05,0.46,0.16,0.74,Low,Meeting Benchmark,Yes,No,No,Yes,No,None
PORT_29119ffe,Jason Doyle,Hedge Fund,8420.77,Asia-Pacific,0.15,0.72,0.61,0.99,High,Meeting Benchmark,Yes,No,No,Yes,No,None
PORT_89275767,Kathleen Galvan,Real Assets,7443.68,U.S.,0.56,0.41,0.67,0.7,High,Meeting Benchmark,No,No,Yes,Yes,No,None
PORT_e493247a,Michael Humphrey,Equity,7614.55,Asia-Pacific,0.75,0.92,0.51,0.56,Low,Meeting Benchmark,No,No,No,No,No,None
PORT_f6f184ef,Ricky Ward,Real Assets,8064.06,EU,0.24,0.99,0.66,0.64,Moderate,Below Benchmark,No,No,Yes,Yes,No,None
PORT_75559ae4,Christopher Richmond,Fixed Income,3080.81,Asia-Pacific,0.52,0.71,0.76,0.35,High,Below Benchmark,No,Yes,No,Yes,Yes,Style Drift
PORT_6cac825b,Jason Davis,Real Assets,905.72,U.S.,0.81,0.11,0.83,0.52,High,Above Benchmark,Yes,Yes,No,No,No,None
PORT_e1becc2e,Lindsey Calderon,Balanced,1097.2,Asia-Pacific,0.7,0.47,0.79,0.7,High,Above Benchmark,No,Yes,Yes,Yes,No,None
PORT_2f9a12e8,Daniel Miller,Equity,7340.23,EU,0.2,0.51,0.01,0.8,Moderate,Below Benchmark,Yes,Yes,Yes,No,No,None
PORT_b15c0fb3,William Reyes,Hedge Fund,6643.15,EU,0.13,0.78,0.78,0.09,Moderate,Below Benchmark,No,No,No,No,No,None
PORT_d24c02d1,Rhonda Orr,Hedge Fund,5662.71,U.S.,0.94,1.0,0.02,0.74,Moderate,Below Benchmark,Yes,No,Yes,Yes,No,None
PORT_ee7ed7f2,Stephanie Marquez,Balanced,455.86,Global,0.42,0.97,0.63,0.91,High,Below Benchmark,No,No,Yes,Yes,No,None
PORT_f16dd198,Ricardo Coleman,Hedge Fund,824.11,EU,0.21,0.66,0.27,0.84,High,Above Benchmark,No,No,No,No,No,None
PORT_92fb5287,Michael Bowers,Balanced,4411.13,Asia-Pacific,0.91,1.0,0.02,0.26,Moderate,Meeting Benchmark,No,No,Yes,Yes,Yes,Style Drift
PORT_dfb0e4dc,Jonathan Wolf,Hedge Fund,9342.32,Asia-Pacific,0.94,0.84,0.5,0.6,High,Above Benchmark,Yes,Yes,Yes,No,No,None
PORT_169255af,Dawn Richards,Real Assets,2262.86,EU,0.02,0.24,0.56,0.98,Moderate,Above Benchmark,Yes,No,Yes,No,No,None
PORT_dfc4f5e5,Susan Gonzalez,Real Assets,1053.72,EU,0.72,0.46,0.77,0.19,Moderate,Above Benchmark,No,Yes,No,Yes,No,None
PORT_9fc66289,Benjamin Bullock,Equity,9312.23,Asia-Pacific,0.47,0.57,0.01,0.3,Moderate,Above Benchmark,No,Yes,Yes,Yes,No,None
PORT_9898ac3b,Kyle West,Balanced,4300.12,Global,0.19,0.28,0.19,0.22,Moderate,Meeting Benchmark,No,Yes,Yes,Yes,No,None
PORT_4fed2bd5,Timothy James,Equity,6090.35,Asia-Pacific,0.08,0.02,0.88,0.72,Low,Above Benchmark,No,Yes,No,Yes,No,None
PORT_702afc4d,Jackie Fernandez,Equity,491.74,EU,0.18,0.32,0.14,0.41,High,Above Benchmark,Yes,Yes,No,Yes,No,None
PORT_1377a576,John Garcia,Hedge Fund,4200.22,EU,0.9,0.89,0.88,0.5,Low,Meeting Benchmark,Yes,No,No,No,No,None
PORT_552962da,Felicia White,Balanced,6415.65,U.S.,0.08,0.78,0.33,0.27,Low,Below Benchmark,No,Yes,No,No,No,None
PORT_e8f5a8b1,Jared Frederick,Balanced,4816.6,Global,0.41,0.28,0.98,0.48,High,Meeting Benchmark,No,Yes,No,Yes,No,None
PORT_190839b4,Kevin Stewart,Hedge Fund,8298.16,U.S.,0.71,0.99,0.32,0.4,Low,Meeting Benchmark,Yes,No,Yes,Yes,No,None
PORT_e06546d5,Michelle Rodriguez,Fixed Income,8652.1,Global,0.64,0.23,0.6,0.79,High,Below Benchmark,Yes,Yes,No,No,No,None
PORT_e6eea893,Cathy Odonnell,Fixed Income,1893.74,Global,0.96,0.41,0.74,0.11,High,Meeting Benchmark,Yes,No,Yes,Yes,No,None
PORT_2f7bf9af,Ronald Reese,Balanced,9828.57,EU,0.61,0.02,0.82,0.04,Moderate,Meeting Benchmark,No,Yes,Yes,Yes,No,None
PORT_57d962de,Jennifer Wilson,Real Assets,9590.33,EU,0.87,0.32,0.45,0.19,Moderate,Below Benchmark,Yes,Yes,No,No,Yes,Style Drift
PORT_b197d0c9,Christopher Clayton,Equity,3803.36,Global,0.75,0.73,0.92,0.66,Low,Above Benchmark,No,Yes,Yes,No,No,None
PORT_6f568642,Stephen Quinn,Fixed Income,2343.6,Global,0.94,0.7,0.46,0.65,High,Above Benchmark,No,Yes,No,No,No,None
PORT_be4286bc,Brett Valdez,Equity,3065.87,EU,0.69,0.63,0.76,0.15,Low,Below Benchmark,Yes,No,No,No,No,None
PORT_eb6dd946,Jason Madden,Balanced,1968.92,Asia-Pacific,0.45,0.28,0.53,0.97,Moderate,Meeting Benchmark,No,Yes,Yes,No,No,None
PORT_1c59f9bd,David Tucker,Fixed Income,435.67,U.S.,0.11,0.81,0.73,0.72,High,Above Benchmark,No,No,Yes,No,No,None
PORT_975db635,Hayden Weaver,Fixed Income,5060.9,U.S.,0.89,0.76,0.05,0.15,Low,Above Benchmark,Yes,No,No,No,No,None
PORT_f6dd1b48,Susan Norris,Equity,8307.2,Asia-Pacific,0.02,0.67,0.11,0.32,Low,Meeting Benchmark,No,No,Yes,Yes,No,None
PORT_c16a8f56,Alan Lawrence,Real Assets,7864.77,EU,0.24,0.19,0.61,0.64,Low,Meeting Benchmark,Yes,Yes,Yes,No,No,None
PORT_b1debf78,Roberta Ferrell,Hedge Fund,6289.6,Asia-Pacific,0.92,0.84,0.34,0.97,High,Below Benchmark,No,No,No,No,No,None
PORT_6fc81343,Kristi Williamson,Real Assets,4344.25,Asia-Pacific,0.3,0.05,0.49,0.18,Low,Below Benchmark,Yes,Yes,No,No,No,None
PORT_e031c0f3,Justin Riley,Hedge Fund,9067.22,Global,0.25,0.57,0.96,0.91,High,Meeting Benchmark,Yes,Yes,No,No,Yes,Style Drift
PORT_ded1c3b8,Meredith Jimenez,Equity,1335.6,Global,0.0,0.74,0.9,0.24,High,Below Benchmark,Yes,Yes,No,Yes,No,None
PORT_c92a4c69,Jerry Dalton,Fixed Income,3905.87,U.S.,0.27,0.9,0.53,0.11,High,Below Benchmark,No,No,No,No,Yes,Style Drift
PORT_455c2d17,Kevin Roberson,Fixed Income,5436.08,Global,0.49,0.13,0.32,0.16,High,Meeting Benchmark,No,Yes,No,Yes,No,None
PORT_70a7d13f,Adam Boyle,Real Assets,6998.83,Asia-Pacific,0.74,0.35,0.76,0.67,High,Above Benchmark,Yes,No,No,No,No,None
